epoch;accuracy;loss;val_accuracy;val_loss
0;0.2143777;4.358069328865187;0.004485645797103643;8.54052448272705
1;0.50831527;2.1564797418089396;0.00512341083958745;9.66964340209961
2;0.58697927;1.7496725730759288;0.0064323111437261105;9.636327743530273
3;0.62388945;1.5790589819101144;0.007741211447864771;9.053592681884766
4;0.64663285;1.4752233299689985;0.007404637057334185;9.857580184936523
